starttime	seconds	ctime	dtime	ttime	wait
Sat Nov 26 17:11:55 2022	1669482715	0	5	5	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:58 2022	1669482718	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	12	12	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	13	13	0
Sat Nov 26 17:11:58 2022	1669482718	0	13	13	0
Sat Nov 26 17:11:56 2022	1669482716	0	14	14	0
Sat Nov 26 17:11:58 2022	1669482718	0	14	14	0
Sat Nov 26 17:11:56 2022	1669482716	0	14	14	0
Sat Nov 26 17:11:56 2022	1669482716	0	14	14	0
Sat Nov 26 17:11:56 2022	1669482716	0	14	14	0
Sat Nov 26 17:11:56 2022	1669482716	0	14	14	0
Sat Nov 26 17:11:56 2022	1669482716	0	14	14	0
Sat Nov 26 17:11:56 2022	1669482716	0	14	14	0
Sat Nov 26 17:11:56 2022	1669482716	0	14	14	0
Sat Nov 26 17:11:56 2022	1669482716	0	14	14	0
Sat Nov 26 17:11:56 2022	1669482716	0	14	14	0
Sat Nov 26 17:11:56 2022	1669482716	0	14	14	0
Sat Nov 26 17:11:56 2022	1669482716	0	14	14	0
Sat Nov 26 17:11:56 2022	1669482716	0	14	14	0
Sat Nov 26 17:11:56 2022	1669482716	0	14	14	0
Sat Nov 26 17:11:56 2022	1669482716	0	14	14	0
Sat Nov 26 17:11:56 2022	1669482716	0	14	14	0
Sat Nov 26 17:11:56 2022	1669482716	0	14	14	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	15	15	0
Sat Nov 26 17:11:56 2022	1669482716	0	16	16	0
Sat Nov 26 17:11:56 2022	1669482716	0	16	16	0
Sat Nov 26 17:11:56 2022	1669482716	0	16	16	0
Sat Nov 26 17:11:56 2022	1669482716	0	16	16	0
Sat Nov 26 17:11:56 2022	1669482716	0	16	16	0
Sat Nov 26 17:11:56 2022	1669482716	0	16	16	0
Sat Nov 26 17:11:56 2022	1669482716	0	16	16	0
Sat Nov 26 17:11:56 2022	1669482716	0	16	16	0
Sat Nov 26 17:11:56 2022	1669482716	0	16	16	0
Sat Nov 26 17:11:56 2022	1669482716	0	16	16	0
Sat Nov 26 17:11:56 2022	1669482716	0	16	16	0
Sat Nov 26 17:11:56 2022	1669482716	0	16	16	0
Sat Nov 26 17:11:56 2022	1669482716	0	16	16	0
Sat Nov 26 17:11:56 2022	1669482716	0	16	16	0
Sat Nov 26 17:11:56 2022	1669482716	0	16	16	0
Sat Nov 26 17:11:56 2022	1669482716	0	16	16	0
Sat Nov 26 17:11:56 2022	1669482716	0	16	16	0
Sat Nov 26 17:11:56 2022	1669482716	0	16	16	0
Sat Nov 26 17:11:56 2022	1669482716	0	16	16	0
Sat Nov 26 17:11:56 2022	1669482716	0	16	16	0
Sat Nov 26 17:11:56 2022	1669482716	0	16	16	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	17	17	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	18	18	0
Sat Nov 26 17:11:56 2022	1669482716	0	19	19	0
Sat Nov 26 17:11:56 2022	1669482716	0	19	19	0
Sat Nov 26 17:11:56 2022	1669482716	0	19	19	0
Sat Nov 26 17:11:56 2022	1669482716	0	19	19	0
Sat Nov 26 17:11:56 2022	1669482716	0	19	19	0
Sat Nov 26 17:11:56 2022	1669482716	0	19	19	0
Sat Nov 26 17:11:56 2022	1669482716	0	19	19	0
Sat Nov 26 17:11:56 2022	1669482716	0	19	19	0
Sat Nov 26 17:11:56 2022	1669482716	0	19	19	0
Sat Nov 26 17:11:56 2022	1669482716	0	19	19	0
Sat Nov 26 17:11:56 2022	1669482716	0	19	19	0
